2019/7/16	Contact - List - Half-1-2 - Shanghai Greenland Shenhua-Henan Jianye		16	7	2019														
																			
Players	Time (period - mm:ss't)	Player2	Ball touch	Neutral touch	Simultaneous event	With what	Spin	Following event 	Loss and won	Loss-Gain distance	Distance	Duration	Speed	Distance to goal	Distance to referee	Angle	Direction	Zone	End zone
Ivo (29)	2 - 07:08'7	Shuai (27)	Cross	Gaining(27.Shu)	Corner	Left foot	-	High deflection gk	Indiv. loss of poss.	34.2	33.5	00:01'7	71	33.7	43.5	0.85	-	A 1	A 2
Shuai (27)	2 - 07:10'4	-	High deflection gk	-	Ground duel	<empty>	-	Foul - dir. free-kick	Gaining neutral touch	0.6	0.6	00:00'3	7.6	99.1	13.5	-84.19	-	A 2	A 2
Shuai (27)	2 - 08:36'3	Jiang S. (04)	Pass	-	Direct free-kick	-	Straight	Reception	-	18.9	18.9	00:01'7	39.9	91.6	45.2	87.86	-	A 3	B 3
Jiang S. (04)	2 - 08:38'0	Jiang S. (04)	Reception	-	-	-	-	Pass	-	1.3	1.3	00:01'3	3.5	76.6	31.3	69.7	-	B 3	B 3
Jiang S. (04)	2 - 08:39'3	Cong Z. (39)	Pass	-	-	-	-	Reception	-	15.2	15.2	00:01'8	30.5	75.8	28.7	71.97	-	B 3	C 3
Cong Z. (39)	2 - 08:41'1	Cong Z. (39)	Reception	-	-	-	-	Running with ball	-	1.1	1.1	00:00'5	8.2	60.8	13.6	83.19	-	C 3	C 3
Cong Z. (39)	2 - 08:41'6	Cong Z. (39)	Running with ball	-	-	-	-	Pass	-	3	3	00:00'8	13.5	60.6	14.1	81.85	-	C 3	C 3
Cong Z. (39)	2 - 08:42'4	Shilin (37)	Pass	-	-	-	-	Reception	-	34	34	00:01'9	64.4	59.5	14.3	78.98	-	C 3	E 4
Shilin (37)	2 - 08:44'3	Shilin (37)	Reception	-	-	-	-	Running with ball	-	1.7	1.7	00:01'1	5.7	41.3	25.6	47.65	-	E 4	E 4
Shilin (37)	2 - 08:45'4	Shilin (37)	Running with ball	-	-	-	-	Running with ball	-	3	3	00:01'1	9.8	42.9	23.1	46.7	-	E 4	E 4
Shilin (37)	2 - 08:46'5	Shilin (37)	Running with ball	-	-	-	-	Pass	-	1.3	1.3	00:00'9	5.2	45	20	49.41	-	E 4	E 4
Shilin (37)	2 - 08:47'4	Shangyuan (26)	Pass	Gaining(26.Sha)	-	-	-	Neutral contact	-	26.4	18.8	00:02'2	30.8	45.9	20.5	48.18	-	E 4	F 4
Shangyuan (26)	2 - 08:49'6	-	Neutral contact	-	Ground duel	-	-	Out for throw-in	-	7.6	7.6	00:00'8	34	94.7	23.7	-26.71	-	F 4	F 4
Shilin (37)	2 - 09:15'8	Shangyuan (26)	Pass	-	Throw-in	Two hands	-	Clearance	Indiv. loss of poss.	26.5	26.5	00:01'9	50.2	37.4	32.1	15.67	-	F 4	F 3
Shangyuan (26)	2 - 09:17'7	Ivo (29)	Clearance	-	-	-	-	Reception	Indiv. gain of poss.	14	14	00:01'3	38.7	96	15	-45	-	F 3	E 4
Ivo (29)	2 - 09:19'0	Ivo (29)	Reception	-	-	-	-	Running with ball	-	2.5	2.5	00:01'2	7.6	89.3	16.1	-41.44	-	E 4	F 3
Ivo (29)	2 - 09:20'2	Ivo (29)	Running with ball	-	-	-	-	Pass	-	4	4	00:01'3	11.1	90.5	17.9	-41.4	-	F 3	F 3
Ivo (29)	2 - 09:21'5	Bassogog C. (10)	Pass	-	-	-	-	Reception	-	48.6	48.6	00:03'6	48.6	90.7	19.7	-46.52	-	F 3	D 2
Bassogog C. (10)	2 - 09:25'1	Bassogog C. (10)	Reception	-	-	-	-	Running with ball	-	17	17	00:01'9	32.2	56.7	14.5	70.57	-	D 2	C 1
Bassogog C. (10)	2 - 09:27'0	Bassogog C. (10)	Running with ball	-	-	-	-	Running with ball	-	6.5	6.5	00:01'0	23.4	42.7	17.8	60.07	-	C 1	B 1
Bassogog C. (10)	2 - 09:28'0	Bassogog C. (10)	Running with ball	-	-	-	-	Running with ball	-	6.4	6.4	00:01'4	16.4	36.7	16.3	56.57	-	B 1	B 2
Bassogog C. (10)	2 - 09:29'4	Bassogog C. (10)	Running with ball	-	-	-	-	Pass	-	2	2	00:00'6	12.1	30.3	10.9	56.99	-	B 2	B 2
Bassogog C. (10)	2 - 09:30'0	Karanga (37)	Pass	-	-	-	-	Pass	-	24.8	24.8	00:01'9	46.9	28.5	8.5	58.66	-	B 2	A 3
Karanga (37)	2 - 09:31'9	Zhou D. (08)	Pass	-	-	-	-	Shot not on target	-	7	7	00:00'7	36.1	16.4	17.9	-61.25	-	A 3	B 3
Zhou D. (08)	2 - 09:32'6	-	Shot not on target	-	Ground duel	Left foot	-	Out for goal kick	Indiv. loss of poss.	19	19	00:01'7	40.3	17.4	8.4	-85.04	Out left (Low)	B 3	A 2
Shuai (27)	2 - 10:01'0	Qian J. (26)	Pass	-	Goal kick	-	-	Pass	-	50.9	50.9	00:02'5	73.3	100.9	50.6	-27.62	-	A 2	D 2
Qian J. (26)	2 - 10:03'5	Karanga (37)	Pass	-	-	-	-	Pass	Indiv. loss of poss.	10.9	10.9	00:01'8	21.8	50.3	6.3	-80.28	-	D 2	C 2
Karanga (37)	2 - 10:05'3	Bassogog C. (10)	Pass	-	-	-	-	Reception	Indiv. gain of poss.	39.1	39.1	00:04'8	29.3	45.4	8.3	84.19	-	C 2	A 1
Bassogog C. (10)	2 - 10:10'1	Bassogog C. (10)	Reception	-	-	-	-	Running with ball	-	2	2	00:00'7	10.1	30.5	26.9	26.06	-	A 1	A 1
Bassogog C. (10)	2 - 10:10'8	Bassogog C. (10)	Running with ball	-	-	-	-	Cross	-	2.7	2.7	00:01'0	9.8	28.5	23.5	26.21	-	A 1	A 1
Bassogog C. (10)	2 - 10:11'8	Jiajun (23)	Cross	Gaining(23.Jia)	-	-	-	Neutral contact	-	16.7	3.6	00:00'1	-	25.8	20	25.97	-	A 1	A 2
Jiajun (23)	2 - 10:11'9	-	Neutral contact	-	-	-	-	Out for corner	-	13.1	13.1	00:02'6	18.2	96.5	17.9	-28.06	-	A 2	A 2
Ivo (29)	2 - 10:39'5	Karanga (37)	Cross	-	Corner	Left foot	-	Shot not on target	-	31.4	31.4	00:01'6	70.7	33.9	41	0.17	-	A 1	A 2
Karanga (37)	2 - 10:41'1	-	Shot not on target	-	-	Header	-	Out for goal kick	Indiv. loss of poss.	15.9	15.9	00:01'9	30.1	6	13.5	60.85	Out > 2m	A 2	A 3
Chen Z. (12)	2 - 12:27'5	Chen (25)	Pass	-	Goal kick	-	-	Pass	Indiv. loss of poss.	55.3	55.3	00:03'1	64.2	100.3	55.3	36.18	-	A 3	D 2
Chen (25)	2 - 12:30'6	Shangyuan (26)	Pass	-	Air duel	Header	-	Reception	Indiv. gain of poss.	24.8	24.8	00:04'2	21.2	58.8	9.4	81.34	-	D 2	E 2
Shangyuan (26)	2 - 12:34'8	Shangyuan (26)	Reception	-	-	-	-	Running with ball	-	1.4	1.4	00:01'1	4.6	83.6	28.8	65.34	-	E 2	E 2
Shangyuan (26)	2 - 12:35'9	Shangyuan (26)	Running with ball	-	-	-	-	Pass	-	3.4	3.4	00:00'9	13.4	83.3	28.9	68.6	-	E 2	E 2
Shangyuan (26)	2 - 12:36'8	Lu Y. (27)	Pass	-	-	-	-	Reception	-	33.7	33.7	00:02'0	60.7	82.4	28.6	76.68	-	E 2	D 4
Lu Y. (27)	2 - 12:38'8	Lu Y. (27)	Reception	-	-	-	-	Running with ball	-	4.1	4.1	00:01'0	14.8	70.5	27	-57.94	-	D 4	D 4
Lu Y. (27)	2 - 12:39'8	Lu Y. (27)	Running with ball	-	-	-	-	Running with ball	-	7.1	7.1	00:01'4	18.4	67.9	27.3	-58.19	-	D 4	D 4
Lu Y. (27)	2 - 12:41'2	Lu Y. (27)	Running with ball	-	-	-	-	Running with ball	-	5.8	5.8	00:01'5	14	61.8	25.6	-61.3	-	D 4	C 4
Lu Y. (27)	2 - 12:42'7	Lu Y. (27)	Running with ball	-	-	-	-	Running with ball	-	1.3	1.3	00:00'6	8	56.3	22.6	-62.02	-	C 4	C 4
Lu Y. (27)	2 - 12:43'3	Lu Y. (27)	Running with ball	-	Tackle	-	-	Running with ball	-	0.4	0.4	00:01'0	1.4	55	21.7	-61.66	-	C 4	C 4
Lu Y. (27)	2 - 12:44'3	Lu Y. (27)	Running with ball	-	-	-	-	Pass	-	2.3	2.3	00:01'1	7.6	54.6	20.8	-61.46	-	C 4	C 4
Lu Y. (27)	2 - 12:45'4	Zhong (30)	Pass	-	Tackle	-	-	Reception	-	13.9	13.9	00:02'3	21.8	53.8	17.5	-63.72	-	C 4	D 3
Zhong (30)	2 - 12:47'7	Zhong (30)	Reception	-	-	-	-	Running with ball	-	5.3	5.3	00:01'1	17.3	58.7	15.9	-74.56	-	D 3	D 3
Zhong (30)	2 - 12:48'8	Zhong (30)	Running with ball	-	-	-	-	Pass	-	3.7	3.7	00:00'9	14.8	56.4	14.2	-80.65	-	D 3	D 3
Zhong (30)	2 - 12:49'7	Jiajun (23)	Pass	-	-	-	-	Clearance	Indiv. loss of poss.	33.7	33.7	00:02'2	55.2	53.7	12.8	-84.14	-	D 3	B 2
Jiajun (23)	2 - 12:51'9	Du C. (07)	Clearance	-	-	Header	-	Reception	Indiv. loss of poss. - Indiv. gain of poss.	26.8	26.8	00:03'3	29.2	78.9	22.5	-58.95	-	B 2	D 2
Du C. (07)	2 - 12:55'2	Du C. (07)	Reception	-	-	-	-	Pass	Indiv. gain of poss.	0.8	0.8	00:01'2	2.3	56.5	18.9	73.84	-	D 2	D 2
Du C. (07)	2 - 12:56'4	Bassogog C. (10)	Pass	-	-	-	-	Reception	-	20.2	20.2	00:01'4	52	56.1	19.9	73.51	-	D 2	C 1
Bassogog C. (10)	2 - 12:57'8	Bassogog C. (10)	Reception	-	-	-	-	Running with ball	-	2.8	2.8	00:00'8	12.5	48.7	26.6	53.6	-	C 1	C 1
Bassogog C. (10)	2 - 12:58'6	Bassogog C. (10)	Running with ball	-	-	-	-	Running with ball	-	3.5	3.5	00:01'4	9.1	51.4	26.2	52.75	-	C 1	C 1
Bassogog C. (10)	2 - 13:00'0	Bassogog C. (10)	Running with ball	-	-	-	-	Running with ball	-	2.2	2.2	00:00'9	8.7	54.5	22	54.56	-	C 1	C 1
Bassogog C. (10)	2 - 13:00'9	Bassogog C. (10)	Running with ball	-	-	-	-	Running with ball	-	1	1	00:00'5	7.5	55.9	20	56.31	-	C 1	C 1
Bassogog C. (10)	2 - 13:01'4	Bassogog C. (10)	Running with ball	-	Tackle	-	-	Pass	-	4.5	4.5	00:02'0	8.1	56.9	19.9	56.62	-	C 1	C 1
Bassogog C. (10)	2 - 13:03'4	Yan Wu (17)	Pass	-	-	-	-	Reception	-	48.9	48.9	00:04'8	36.7	60.8	20.6	58.71	-	C 1	F 1
Yan Wu (17)	2 - 13:08'2	Yan Wu (17)	Reception	-	-	-	-	Pass	-	0.6	0.6	00:01'1	1.9	101.6	52.7	14.9	-	F 1	F 2
Yan Wu (17)	2 - 13:09'3	Zhou D. (08)	Pass	-	-	-	-	Pass	-	24.2	24.2	00:01'8	48.3	101.2	50.9	16.25	-	F 2	E 2
Zhou D. (08)	2 - 13:11'1	Chen (25)	Pass	-	-	-	-	Reception	-	17.9	17.9	00:02'1	30.7	77	21.4	61.91	-	E 2	E 1
Chen (25)	2 - 13:13'2	Chen (25)	Reception	-	-	-	-	Pass	-	0.7	0.7	00:00'5	4.8	89.5	31.5	33.9	-	E 1	E 1
Chen (25)	2 - 13:13'7	Qian J. (26)	Pass	Gaining(26.Qia)	-	-	-	Neutral contact	-	14.1	1.3	00:00'2	22.8	89	30.6	34.39	-	E 1	E 1
Qian J. (26)	2 - 13:13'9	-	Neutral contact	-	-	-	-	Out for throw-in	-	12.9	12.9	00:00'6	77.2	39.6	31.4	-32.93	-	E 1	E 1
Du C. (07)	2 - 13:22'8	Bassogog C. (10)	Pass	-	Throw-in	Two hands	-	Pass	-	21.8	21.8	00:02'0	39.2	79.1	23	44.09	-	E 1	C 1
Bassogog C. (10)	2 - 13:24'8	Jiajun (23)	Pass	-	-	-	-	Pass	Indiv. loss of poss.	12.7	12.7	00:02'5	18.3	58.1	15.2	58.66	-	C 1	C 1
Jiajun (23)	2 - 13:27'3	Chen Z. (12)	Pass	-	-	-	-	Reception	Indiv. gain of poss.	26	26	00:02'5	37.5	74.5	22.3	-50.8	-	C 1	A 2
Chen Z. (12)	2 - 13:29'8	Chen Z. (12)	Reception	-	-	-	-	Pass	-	1.8	1.8	00:01'2	5.5	91.9	37.9	-41.16	-	A 2	A 2
Chen Z. (12)	2 - 13:31'0	Jiang S. (04)	Pass	-	-	-	-	Pass	-	21.3	21.3	00:03'2	23.9	91.3	38	-45	-	A 2	B 3
Jiang S. (04)	2 - 13:34'2	Cong Z. (39)	Pass	-	-	-	-	Reception	-	14.2	14.2	00:01'8	28.4	83.6	35.5	76.21	-	B 3	C 3
Cong Z. (39)	2 - 13:36'0	Cong Z. (39)	Reception	-	-	-	-	Running with ball	-	2.6	2.6	00:01'0	9.5	69.4	23.2	81.11	-	C 3	C 3
Cong Z. (39)	2 - 13:37'0	Cong Z. (39)	Running with ball	-	-	-	-	Running with ball	-	6.1	6.1	00:01'4	15.7	66.9	22.6	81.12	-	C 3	C 3
Cong Z. (39)	2 - 13:38'4	Cong Z. (39)	Running with ball	-	-	-	-	Pass	-	2.6	2.6	00:01'1	8.4	60.8	20.4	82.45	-	C 3	C 3
Cong Z. (39)	2 - 13:39'5	Yunqiu (16)	Pass	-	-	-	-	Reception	-	24	24	00:02'3	37.6	58.9	21.3	80.98	-	C 3	D 4
Yunqiu (16)	2 - 13:41'8	Yunqiu (16)	Reception	-	-	-	-	Running with ball	-	4.2	4.2	00:01'6	9.5	59.1	32	59.27	-	D 4	D 4
Yunqiu (16)	2 - 13:43'4	Yunqiu (16)	Running with ball	-	-	-	-	Pass	-	1.2	1.2	00:01'4	3.1	56.5	29.9	55.97	-	D 4	D 4
Yunqiu (16)	2 - 13:44'8	Cong Z. (39)	Pass	-	-	-	-	Reception	-	11.1	11.1	00:01'2	33.4	55.3	30.2	56.42	-	D 4	D 3
Cong Z. (39)	2 - 13:46'0	Cong Z. (39)	Reception	-	-	-	-	Running with ball	-	0.3	0.3	00:00'5	2	46.9	20.6	64.64	-	D 3	D 3
Cong Z. (39)	2 - 13:46'5	Cong Z. (39)	Running with ball	-	-	-	-	Pass	-	3.1	3.1	00:01'0	11.3	46.7	20.8	64.75	-	D 3	D 3
Cong Z. (39)	2 - 13:47'5	Qian J. (26)	Pass	-	-	-	-	Reception	-	18.4	18.4	00:01'7	38.9	45.9	18.9	68.52	-	D 3	D 2
Qian J. (26)	2 - 13:49'2	Qian J. (26)	Reception	-	-	-	-	Running with ball	-	5.9	5.9	00:01'4	15.3	49.1	15.9	-89.53	-	D 2	D 2
Qian J. (26)	2 - 13:50'6	Qian J. (26)	Running with ball	-	-	-	-	Pass	-	6.7	6.7	00:01'2	20.2	46.7	13.6	-83	-	D 2	D 2
Qian J. (26)	2 - 13:51'8	Jiajun (23)	Pass	-	-	-	-	Reception	-	16.9	16.9	00:01'4	43.5	42.8	10	-76.06	-	D 2	D 1
Jiajun (23)	2 - 13:53'2	Jiajun (23)	Reception	-	-	-	-	Pass	-	0.7	0.7	00:00'6	4	49.5	21.6	-56.63	-	D 1	D 1
Jiajun (23)	2 - 13:53'8	Yunding C. (28)	Pass	-	-	-	-	Reception	-	11.9	11.9	00:01'1	38.9	48.8	20.4	-56.54	-	D 1	E 1
Yunding C. (28)	2 - 13:54'9	Yunding C. (28)	Reception	-	-	-	-	Running with ball	-	1.9	1.9	00:00'7	9.9	45.3	22.2	-42.67	-	E 1	E 1
Yunding C. (28)	2 - 13:55'6	Yunding C. (28)	Running with ball	-	-	-	-	Running with ball	-	3.3	3.3	00:00'7	17.2	43.6	20.2	-41.56	-	E 1	E 1
Yunding C. (28)	2 - 13:56'3	Yunding C. (28)	Running with ball	-	-	-	-	Running with ball	-	4.3	4.3	00:00'9	17.3	41.1	18.7	-38.57	-	E 1	E 1
Yunding C. (28)	2 - 13:57'2	Yunding C. (28)	Running with ball	-	-	-	-	Pass	-	2.3	2.3	00:01'0	8.4	38.9	18.4	-33.24	-	E 1	E 1
Yunding C. (28)	2 - 13:58'2	Jiajun (23)	Pass	-	-	-	-	Pass	-	9.9	9.9	00:00'8	44.5	37	17.2	-31.07	-	E 1	E 1
Jiajun (23)	2 - 13:59'0	Yunding C. (28)	Pass	-	-	-	-	Reception	-	13.1	13.1	00:01'4	33.6	32.5	7.7	-45.62	-	E 1	F 1
Yunding C. (28)	2 - 14:00'4	Yunding C. (28)	Reception	-	-	-	-	Running with ball	-	4	4	00:01'2	12.1	27.4	17.9	-22.35	-	F 1	F 1
Yunding C. (28)	2 - 14:01'6	Yunding C. (28)	Running with ball	-	-	-	-	Running with ball	-	1.3	1.3	00:00'5	9.1	23.6	15.5	-19.05	-	F 1	F 1
Yunding C. (28)	2 - 14:02'1	Zhou D. (08)	Running with ball	Gaining(08.Zho)	-	-	-	Neutral contact	-	17	0.9	00:00'7	4.4	22.3	14.1	-19.08	-	F 1	F 1
Zhou D. (08)	2 - 14:02'8	-	Neutral contact	-	Tackle	-	-	Out for throw-in	-	16.1	16.1	00:03'1	18.7	99.5	12.7	20.53	-	F 1	F 1
Jiajun (23)	2 - 14:19'4	Moreno (10)	Pass	-	Throw-in	Two hands	-	Reception	-	16.7	16.7	00:01'9	31.6	37.5	25.5	-14.81	-	F 1	F 2
Moreno (10)	2 - 14:21'3	Moreno (10)	Reception	-	-	-	-	Pass	-	6.7	6.7	00:01'9	12.7	20.9	17	-15.57	-	F 2	F 1
Moreno (10)	2 - 14:23'2	Jiajun (23)	Pass	-	-	-	-	Cross	-	9.2	9.2	00:01'4	23.7	24.6	21.9	-1.4	-	F 1	F 1
Jiajun (23)	2 - 14:24'6	Yan Wu (17)	Cross	-	-	Left foot	-	High catch gk	Indiv. loss of poss.	29.2	29.2	00:01'9	55.3	31.5	18.5	-14.17	-	F 1	F 2
Yan Wu (17)	2 - 14:26'5	Yan Wu (17)	High catch gk	-	-	Two hands	-	Foot clearance gk	Indiv. gain of poss.	10.4	10.4	00:17'6	2.1	99.3	16.1	76.2	-	F 2	F 2
Yan Wu (17)	2 - 14:44'1	Bassogog C. (10)	Foot clearance gk	-	-	-	-	Reception	-	51.1	51.1	00:02'4	76.7	89.3	41.5	76.13	-	F 2	C 1
Bassogog C. (10)	2 - 14:46'5	Bassogog C. (10)	Reception	-	-	Header	-	Running with ball	-	3	3	00:01'9	5.6	49.8	21.9	59.31	-	C 1	C 1
Bassogog C. (10)	2 - 14:48'4	Bassogog C. (10)	Running with ball	-	-	-	-	Pass	-	2.2	2.2	00:01'2	6.6	46.9	18.6	58.62	-	C 1	C 1
Bassogog C. (10)	2 - 14:49'6	Zhou D. (08)	Pass	-	-	-	-	Reception	-	8.8	8.8	00:01'1	28.9	48.4	17.1	60.52	-	C 1	C 1
Zhou D. (08)	2 - 14:50'7	Zhou D. (08)	Reception	-	-	-	-	Pass	-	5.7	5.7	00:01'5	13.6	54.3	16.4	67.83	-	C 1	C 2
Zhou D. (08)	2 - 14:52'2	Zhong (30)	Pass	-	-	-	-	Reception	-	13	13	00:01'1	42.7	51.1	12.2	72.95	-	C 2	C 2
Zhong (30)	2 - 14:53'3	Zhong (30)	Reception	-	-	-	-	Running with ball	-	3.2	3.2	00:01'3	8.9	50.8	12.5	87.63	-	C 2	C 3
Zhong (30)	2 - 14:54'6	Zhong (30)	Running with ball	-	-	-	-	Pass	-	0.9	0.9	00:00'9	3.6	50	14.4	-88.85	-	C 3	C 3
Zhong (30)	2 - 14:55'5	Karanga (37)	Pass	-	-	-	-	Pass	-	17.6	17.6	00:01'3	48.7	49.1	13.3	-88.72	-	C 3	B 2
Karanga (37)	2 - 14:56'8	Qian J. (26)	Pass	-	-	-	-	Reception	Indiv. loss of poss.	9.9	9.9	00:01'0	35.7	33.8	7.5	79.09	-	B 2	C 3
Qian J. (26)	2 - 14:57'8	Qian J. (26)	Reception	-	-	-	-	Pass	Indiv. gain of poss.	3.1	3.1	00:00'7	16	64.5	4.9	89.58	-	C 3	C 3
Qian J. (26)	2 - 14:58'5	Yunqiu (16)	Pass	-	-	-	-	Reception	-	18.9	18.9	00:02'1	32.4	67.1	3.6	86.98	-	C 3	B 3
Yunqiu (16)	2 - 15:00'6	Yunqiu (16)	Reception	-	-	-	-	Pass	-	2.9	2.9	00:01'7	6.1	80.7	16.8	57.23	-	B 3	B 3
Yunqiu (16)	2 - 15:02'3	Shilin (37)	Pass	-	-	-	-	Pass	-	24.4	24.4	00:02'3	38.3	79.9	21.6	54.94	-	B 3	C 4
Shilin (37)	2 - 15:04'6	Shin Wook (20)	Pass	-	-	-	-	Reception	-	16.2	16.2	00:01'4	41.8	61.5	19.7	60.81	-	C 4	D 3
Shin Wook (20)	2 - 15:06'0	Shin Wook (20)	Reception	-	-	-	-	Pass	-	4.9	4.9	00:01'2	14.8	45.6	9.8	66.64	-	D 3	D 3
Shin Wook (20)	2 - 15:07'2	Shangyuan (26)	Pass	-	-	-	-	Reception	Indiv. loss of poss.	15.9	15.9	00:01'8	31.7	41.8	9.7	62.52	-	D 3	E 4
Shangyuan (26)	2 - 15:09'0	Shangyuan (26)	Reception	-	Ground duel	-	-	Running with ball	Indiv. gain of poss.	11.9	11.9	00:03'2	13.4	86.4	17.3	-43.58	-	E 4	F 4
Shangyuan (26)	2 - 15:12'2	Shangyuan (26)	Running with ball	-	Tackle	-	-	Running with ball	-	0.8	0.8	00:00'6	4.6	95.7	23.2	-24.79	-	F 4	F 4
Shangyuan (26)	2 - 15:12'8	Qian J. (26)	Running with ball	-	-	-	-	Reception	Indiv. loss of poss.	1.8	1.8	00:01'2	5.3	95.6	23.3	-24.75	-	F 4	E 4
Qian J. (26)	2 - 15:14'0	Qian J. (26)	Reception	-	Tackle	-	-	Running with ball	Indiv. gain of poss.	1.6	1.6	00:00'8	7.4	36.4	20.7	27.48	-	E 4	E 4
Qian J. (26)	2 - 15:14'8	Qian J. (26)	Running with ball	-	-	-	-	Pass	-	2.3	2.3	00:01'1	7.5	36.8	19.2	29.98	-	E 4	E 4
Qian J. (26)	2 - 15:15'9	Ivo (29)	Pass	Gaining(29.Ivo)	-	-	-	Neutral contact	-	19.7	3.1	00:00'1	-	37.9	18.1	33.06	-	E 4	E 4
Ivo (29)	2 - 15:16'0	-	Neutral contact	-	-	-	-	Out for throw-in	-	16.6	16.6	00:01'1	54.3	87.1	15.4	-37.72	-	E 4	D 4
Yunqiu (16)	2 - 15:21'8	Jiang S. (04)	Pass	-	Throw-in	Two hands	-	Pass	-	22.8	22.8	00:02'7	30.4	52.5	23.5	48.01	-	D 4	C 4
Jiang S. (04)	2 - 15:24'5	Zhu C. (05)	Pass	-	-	-	-	Reception	-	28.6	28.6	00:02'3	44.8	65.1	32.6	60.38	-	C 4	C 2
Zhu C. (05)	2 - 15:26'8	Zhu C. (05)	Reception	-	-	-	-	Running with ball	-	2.4	2.4	00:01'3	6.7	61.5	29.9	-86.19	-	C 2	C 2
Zhu C. (05)	2 - 15:28'1	Zhu C. (05)	Running with ball	-	-	-	-	Running with ball	-	6.5	6.5	00:01'6	14.5	61.2	28.6	-83.13	-	C 2	C 2
Zhu C. (05)	2 - 15:29'7	Zhu C. (05)	Running with ball	-	-	-	-	Running with ball	-	1.5	1.5	00:01'3	4	57.7	24.1	-78.05	-	C 2	C 2
Zhu C. (05)	2 - 15:31'0	Zhu C. (05)	Running with ball	-	-	-	-	Pass	-	0.2	0.2	00:00'2	4	56.4	21.8	-77.94	-	C 2	C 2
Zhu C. (05)	2 - 15:31'2	Qian J. (26)	Pass	-	-	-	-	Reception	-	30.3	30.3	00:01'7	64.2	56.3	21.6	-78.18	-	C 2	D 3
Qian J. (26)	2 - 15:32'9	Qian J. (26)	Reception	-	-	-	-	Running with ball	-	2.5	2.5	00:01'3	6.9	50	26.5	68.16	-	D 3	D 4
Qian J. (26)	2 - 15:34'2	Qian J. (26)	Running with ball	-	-	-	-	Pass	-	1	1	00:00'7	5.2	50	26.4	65.28	-	D 4	D 4
Qian J. (26)	2 - 15:34'9	Chen (25)	Pass	-	-	-	-	Clearance	Indiv. loss of poss.	41.6	41.6	00:02'7	55.5	49.1	25.7	64.69	-	D 4	F 2
Chen (25)	2 - 15:37'6	Yunding C. (28)	Clearance	-	-	Header	-	Reception	Indiv. loss of poss. - Indiv. gain of poss.	10.7	10.7	00:01'9	20.2	89.1	12.7	59.04	-	F 2	E 1
Yunding C. (28)	2 - 15:39'5	Yunding C. (28)	Reception	-	-	-	-	Running with ball	Indiv. gain of poss.	6.6	6.6	00:01'0	23.8	27.9	16.9	-43.69	-	E 1	E 2
Yunding C. (28)	2 - 15:40'5	Yunding C. (28)	Running with ball	-	-	-	-	Shot not on target	-	6.5	6.5	00:01'3	18	23.6	11.4	-54.83	-	E 2	E 2
Yunding C. (28)	2 - 15:41'8	-	Shot not on target	-	Tackle	Right foot	-	Out for goal kick	Indiv. loss of poss.	19.9	19.9	00:02'0	35.7	18.7	10	-66.32	Out right (Up)	E 2	F 3
Yan Wu (17)	2 - 16:13'8	Karanga (37)	Pass	-	Goal kick	-	-	Pass	-	55.6	55.6	00:03'4	58.9	101.1	53.8	-30.72	-	F 3	C 4
Karanga (37)	2 - 16:17'2	Lu Y. (27)	Pass	-	-	-	-	Pass	-	9.6	9.6	00:01'6	21.6	51.4	12.7	-66.23	-	C 4	D 4
Lu Y. (27)	2 - 16:18'8	Qian J. (26)	Pass	-	Air duel	Header	-	Pass	Indiv. loss of poss.	16.1	16.1	00:02'3	25.2	60.4	16.7	-66.35	-	D 4	C 3
Qian J. (26)	2 - 16:21'1	Moreno (10)	Pass	-	Ground duel	-	-	Pass	Indiv. gain of poss.	9.3	9.3	00:01'9	17.5	54.2	6.2	83.19	-	C 3	D 3
Moreno (10)	2 - 16:23'0	Cong Z. (39)	Pass	-	-	-	-	Pass	-	7.4	7.4	00:01'6	16.7	45.6	11.7	87.49	-	D 3	D 2
Cong Z. (39)	2 - 16:24'6	Yunding C. (28)	Pass	-	-	-	-	Reception	-	28.6	28.6	00:02'1	48.9	51.1	8.4	-86.52	-	D 2	E 1
Yunding C. (28)	2 - 16:26'7	Yunding C. (28)	Reception	-	-	-	-	Running with ball	-	4.3	4.3	00:01'0	15.6	40.4	25.1	-52.65	-	E 1	E 1
Yunding C. (28)	2 - 16:27'7	Yunding C. (28)	Running with ball	-	-	-	-	Cross	-	2.5	2.5	00:00'5	18.1	37.4	23	-48.04	-	E 1	E 1
Yunding C. (28)	2 - 16:28'2	Shin Wook (20)	Cross	-	-	Left foot	-	Shot on target	-	33.6	33.6	00:01'9	63.7	35.7	22.2	-45.11	-	E 1	F 3
Shin Wook (20)	2 - 16:30'1	Yan Wu (17)	Shot on target	-	-	Header	-	High catch gk	Indiv. loss of poss.	10.7	10.7	00:00'7	55.2	13.1	20.2	64.61	In-Low (Middle)	F 3	F 3
Yan Wu (17)	2 - 16:30'8	Yan Wu (17)	High catch gk	-	-	Two hands	-	Foot clearance gk	Indiv. gain of poss.	14.1	14.1	00:18'0	2.8	102.7	22.5	-75.38	-	F 3	F 2
Yan Wu (17)	2 - 16:48'8	Jiajun (23)	Foot clearance gk	-	-	-	-	Clearance	Indiv. loss of poss.	69.8	69.8	00:04'5	55.8	89.3	28.6	77.86	-	F 2	B 1
